"C","N","Z","A","SYM","ORIG","Excess","unc1","BEA","unc2","btype","benergy","bunc","mass","munc","halflife","spin-parity","Qbeta","Qposi","Qec","Qalpha"
" ",77,56,133,"Ba ","    ",-87553.6,1.0,8400.206,0.007,"B+",517.3,1.0,132.9060073,1.1,"10.551 y","1/2+",-2.0596,-0.504669,0.517331,-1.282457
" ",76,57,133,"La ","   x",-85494.0,28.0,8378.84,0.21,"B+",2059.0,28.0,132.90822,30.0,"3.912 h","5/2+",-3.076,1.0376,2.0596,-0.419916
" ",75,58,133,"Ce ","   x",-82418.0,16.0,8349.83,0.12,"B+",3080.0,30.0,132.91152,18.0,"97 m","1/2+",-4.48,2.054,3.076,0.220084
" ",74,59,133,"Pr ","   x",-77938.0,12.0,8310.26,0.09,"B+",4481.0,21.0,132.916331,13.0,"6.5 m","(3/2+)",-5.608,3.458,4.48,0.962084
" ",73,60,133,"Nd ","   x",-72330.0,50.0,8262.2,0.4,"B+",5610.0,50.0,132.92235,50.0,"70 s","(7/2+)",-6.92,4.586,5.608,1.532084
" ",72,61,133,"Pm ","   x",-65410.0,50.0,8204.3,0.4,"B+",6920.0,70.0,132.92978,50.0,"13.5 s","(3/2+)",-8.18,5.898,6.92,1.939084
" ",71,62,133,"Sm ","   x",-57230.0,300.0,8137.0,2.0,"B+",8180.0,300.0,132.93856,320.0,"2.89 s","(5/2+)",-9.99,7.158,8.18,2.665084
" ",70,63,133,"Eu ","   x",-47240.0,300.0,8056.0,2.0,"B+",10000.0,420.0,132.94929,320.0,"None","None",-11.38,8.968,9.99,3.215084
" ",69,64,133,"Gd ","   x",-35860.0,500.0,7964.0,4.0,"B+",11380.0,580.0,132.9615,540.0,"None","None",0.0,10.358,11.38,3.715084
"0",86,48,134,"Cd ","   x",-38920.0,400.0,8082.0,3.0,"B-",12740.0,500.0,133.95822,430.0,"65 ms","0+",12.74,0.0,0.0,0.0
" ",85,49,134,"In ","   x",-51660.0,300.0,8171.0,2.0,"B-",14770.0,300.0,133.94454,320.0,"140 ms","",14.774,-13.762,-12.74,-8.384916
" ",84,50,134,"Sn ","   x",-66434.0,3.0,8275.171,0.024,"B-",7587.0,4.0,133.92868,3.0,"1.050 s","0+",7.5865,-15.796,-14.774,-7.740916
" ",83,51,134,"Sb ","   x",-74020.5,1.7,8325.95,0.013,"B-",8513.0,3.0,133.92053570000002,1.8,"0.78 s","(0-)",8.5132,-8.6085,-7.5865,-6.565416
" ",82,52,134,"Te ","    ",-82533.7,2.7,8383.643,0.02,"B-",1510.0,5.0,133.9113964,2.9,"164.1 ns","6+",1.5093,-9.5352,-8.5132,-4.826416
" ",81,53,134,"I  ","    ",-84043.0,5.0,8389.07,0.04,"B-",4082.0,5.0,133.909776,5.0,"3.52 m","(8)-",4.082822,-2.5313,-1.5093,-4.181916
" ",80,54,134,"Xe ","    ",-88125.822,0.009,8413.699,0.0,"B-",-1234.667,0.018,133.90539303399999,0.01,"290 ms","7-",-1.234668,-5.104822,-4.082822,-3.197789
" ",79,55,134,"Cs ","    ",-86891.154,0.016,8398.646,0.0,"B-",2058.7,0.3,133.906718504,0.018,"2.0652 y","4+",2.058746,0.212668,1.234668,-2.38007
" ",78,56,134,"Ba ","    ",-88949.9,0.3,8408.171,0.002,"  ","*","*",133.9045084,0.3,"2.63 us","(10+)",-3.7309,-3.080746,-2.058746,-1.494353
" ",77,57,134,"La ","   x",-85219.0,20.0,8374.49,0.15,"B+",3731.0,20.0,133.908514,21.0,"6.45 m","1+",-0.386,2.7089,3.7309,-0.743916
" ",76,58,134,"Ce ","   x",-84833.0,20.0,8365.77,0.15,"B+",386.0,29.0,133.908928,22.0,"3.16 d","0+",-6.305,-0.636,0.386,0.003584
" ",75,59,134,"Pr ","   x",-78528.0,20.0,8312.88,0.15,"B+",6305.0,29.0,133.915697,22.0,"17 m","2-",-2.882,5.283,6.305,0.674084
" ",74,60,134,"Nd ","   x",-75646.0,12.0,8285.54,0.09,"B+",2882.0,24.0,133.91879,13.0,"8.5 m","0+",-8.906,1.86,2.882,1.352084
" ",73,61,134,"Pm ","   x",-66740.0,60.0,8213.2,0.4,"B+",8910.0,60.0,133.92835,60.0,"5 s","(2+)",-5.36,7.884,8.906,2.015084
" ",72,62,134,"Sm ","   x",-61380.0,200.0,8167.0,1.0,"B+",5360.0,200.0,133.93411,210.0,"9.5 s","0+",-11.45,4.338,5.36,2.791084
" ",71,63,134,"Eu ","   x",-49930.0,300.0,8076.0,2.0,"B+",11450.0,360.0,133.9464,320.0,"0.5 s","",-8.63,10.428,11.45,3.045084
" ",70,64,134,"Gd ","   x",-41300.0,400.0,8006.0,3.0,"B+",8630.0,500.0,133.95566,430.0,"None","None",0.0,7.608,8.63,3.785084
"0",86,49,135,"In ","   x",-46530.0,400.0,8132.0,3.0,"B-",14100.0,400.0,134.95005,430.0,"101 ms","",14.102,0.0,0.0,-8.574916
" ",85,50,135,"Sn ","   x",-60632.0,3.0,8230.687,0.023,"B-",9058.0,4.0,134.934909,3.0,"530 ms","7/2-",9.0583,-15.124,-14.102,-7.836916
" ",84,51,135,"Sb ","    ",-69690.3,2.6,8291.989,0.02,"B-",8038.0,3.0,134.9251844,2.8,"1.68 s","(7/2+)",8.0385,-10.0803,-9.0583,-4.090216
" ",83,52,135,"Te ","    ",-77728.8,1.7,8345.738,0.013,"B-",6050.4,2.7,134.91655469999998,1.8,"0.511 us","(19/2-)",6.0503,-9.0605,-8.0385,-2.888716
" ",82,53,135,"I  ","    ",-83779.1,2.1,8384.76,0.015,"B-",2634.0,4.0,134.9100594,2.2,"6.58 h","7/2+",2.6339,-7.0723,-6.0503,-4.222616
" ",81,54,135,"Xe ","    ",-86413.0,4.0,8398.476,0.028,"B-",1168.0,4.0,134.907232,4.0,"15.29 m","11/2-",1.1686,-3.6559,-2.6339,-3.626906
" ",80,55,135,"Cs ","    ",-87581.6,1.0,8401.336,0.007,"B-",268.9,1.0,134.9059772,1.1,"53 m","19/2-",0.2689,-2.1906,-1.1686,-2.563816
" ",79,56,135,"Ba ","    ",-87850.5,0.3,8397.533,0.002,"  ","*","*",134.9056886,0.3,"28.7 h","11/2-",-1.2075,-1.2909,-0.2689,-1.861858
" ",78,57,135,"La ","    ",-86643.0,9.0,8382.8,0.07,"B+",1207.0,9.0,134.906985,10.0,"19.5 h","5/2+",-2.027,0.1855,1.2075,-1.008916
" ",77,58,135,"Ce ","    ",-84616.0,10.0,8361.98,0.08,"B+",2027.0,5.0,134.909161,11.0,"17.7 h","1/2(+)",-3.68,1.005,2.027,-0.357216
" ",76,59,135,"Pr ","   x",-80936.0,12.0,8328.93,0.09,"B+",3680.0,16.0,134.913112,13.0,"24 m","3/2(+)",-4.722,2.658,3.68,0.408084
" ",75,60,135,"Nd ","   x",-76214.0,19.0,8288.15,0.14,"B+",4722.0,22.0,134.918181,21.0,"12.4 m","9/2(-)",-6.164,3.7,4.722,1.071084
" ",74,61,135,"Pm ","   x",-70050.0,80.0,8236.7,0.6,"B+",6160.0,80.0,134.9248,80.0,"49 s","(3/2+,5/2+)",-7.19,5.142,6.164,1.825084
" ",73,62,135,"Sm ","   x",-62860.0,150.0,8177.6,1.1,"B+",7190.0,170.0,134.93252,170.0,"10.3 s","(3/2,5/2+)",-8.71,6.168,7.19,2.483084
" ",72,63,135,"Eu ","   x",-54150.0,200.0,8107.0,1.0,"B+",8710.0,250.0,134.94187,210.0,"1.5 s","",-9.76,7.688,8.71,3.085084
" ",71,64,135,"Gd ","   x",-44390.0,400.0,8029.0,3.0,"B+",9760.0,450.0,134.95235,430.0,"1.1 s","",-11.56,8.738,9.76,3.315084
" ",70,65,135,"Tb ","  -p",-32830.0,400.0,7938.0,3.0,"B+",11570.0,570.0,134.96476,430.0,"0.94 ms","(7/2-)",0.0,10.538,11.56,4.015084
"0",87,49,136,"In ","   x",-40510.0,400.0,8087.0,3.0,"B-",15390.0,500.0,135.95651,430.0,"85 ms","",15.39,0.0,0.0,-9.144916
" ",86,50,136,"Sn ","   x",-55900.0,300.0,8195.0,2.0,"B-",8610.0,300.0,135.93999,320.0,"327 ms","0+",8.607,-16.412,-15.39,-8.064916
" ",85,51,136,"Sb ","    ",-64507.0,6.0,8252.25,0.04,"B-",9918.0,6.0,135.930749,6.0,"0.923 s","1-",9.9183,-9.629,-8.607,-4.521916
" ",84,52,136,"Te ","    ",-74425.3,2.3,8319.429,0.017,"B-",5120.0,14.0,135.92010119999998,2.4,"17.63 s","0+",5.1197,-10.9403,-9.9183,-0.303716
" ",83,53,136,"I  ","    ",-79545.0,14.0,8351.32,0.1,"B-",6884.0,14.0,135.914605,15.0,"83.4 s","(1-)",6.884159,-6.1417,-5.1197,-2.334616
" ",82,54,136,"Xe ","    ",-86429.159,0.007,8396.188,0.0,"B-",-90.5,1.9,135.907214476,0.007,"3.6e+20 y","0+",-0.090459,-7.906159,-6.884159,-3.666075
" ",81,55,136,"Cs ","   +",-86338.7,1.9,8389.77,0.014,"B-",2548.2,1.9,135.90731159999999,2.0,"13.16 d","5+",2.5482,-0.931541,0.090459,-3.060616
" ",80,56,136,"Ba ","    ",-88886.9,0.3,8402.755,0.002,"B-",-2850.0,50.0,135.904576,0.3,"0.3084 s","7-",-2.8469,-3.5702,-2.5482,-2.032854
" ",79,57,136,"La ","   x",-86040.0,50.0,8376.1,0.4,"B-",470.0,50.0,135.90763,60.0,"9.87 m","1+",0.4684,1.8249,2.8469,-1.312216
" ",78,58,136,"Ce ","    ",-86508.4,0.4,8373.76,0.003,"  ","*","*",135.9071294,0.4,"2.2 us","10+",-5.1684,-1.4904,-0.4684,-0.498316
" ",77,59,136,"Pr ","    ",-81340.0,11.0,8330.01,0.08,"B+",5168.0,11.0,135.912678,12.0,"13.1 m","2+",-2.141,4.1464,5.1684,-0.044916
" ",76,60,136,"Nd ","   x",-79199.0,12.0,8308.51,0.09,"B+",2141.0,16.0,135.914976,13.0,"50.65 m","0+",-8.029,1.119,2.141,0.847084
" ",75,61,136,"Pm ","   x",-71170.0,70.0,8243.7,0.5,"B+",8030.0,70.0,135.9236,70.0,"47 s","(2+)",-4.359,7.007,8.029,1.632084
" ",74,62,136,"Sm ","   x",-66811.0,12.0,8205.92,0.09,"B+",4360.0,70.0,135.928276,13.0,"47 s","0+",-10.571,3.337,4.359,2.190084
" ",73,63,136,"Eu ","   x",-56240.0,200.0,8122.0,1.0,"B+",10570.0,200.0,135.93962,210.0,"None","None",-7.15,9.549,10.571,2.965084
" ",72,64,136,"Gd ","   x",-49090.0,300.0,8064.0,2.0,"B+",7150.0,360.0,135.9473,320.0,"200 ns","(0+)",-12.96,6.128,7.15,3.565084
" ",71,65,136,"Tb ","   x",-36130.0,500.0,7963.0,4.0,"B+",12960.0,580.0,135.96121,540.0,"None","None",0.0,11.938,12.96,3.645084
"0",88,49,137,"In ","   x",-35040.0,500.0,8047.0,4.0,"B-",14750.0,640.0,136.96238,540.0,"65 ms","",14.75,0.0,0.0,0.0
" ",87,50,137,"Sn ","   x",-49790.0,400.0,8149.0,3.0,"B-",10270.0,400.0,136.94655,430.0,"190 ms","",10.27,-15.772,-14.75,-8.294916
" ",86,51,137,"Sb ","   x",-60060.0,50.0,8218.5,0.4,"B-",9240.0,50.0,136.93552,60.0,"450 ms","(7/2+)",9.2438,-11.292,-10.27,-5.024916
" ",85,52,137,"Te ","    ",-69303.8,2.1,8280.235,0.015,"B-",7053.0,9.0,136.9255994,2.3,"2.49 s","(7/2-)",7.0522,-10.2658,-9.2438,-0.854816
" ",84,53,137,"I  ","p-2n",-76356.0,8.0,8326.0,0.06,"B-",6027.0,8.0,136.918028,9.0,"24.5 s","(7/2+)",6.0274,-8.0742,-7.0522,0.143084
" ",83,54,137,"Xe ","  -n",-82383.4,0.1,8364.286,0.001,"B-",4162.2,0.4,136.91155777,0.11,"3.818 m","7/2-",4.1622,-7.0494,-6.0274,-1.871216
" ",82,55,137,"Cs ","   +",-86545.6,0.4,8388.956,0.003,"B-",1175.63,0.17,136.9070895,0.4,"30.08 y","7/2+",1.1756,-5.1842,-4.1622,-3.112516
" ",81,56,137,"Ba ","    ",-87721.2,0.3,8391.827,0.002,"  ","*","*",136.9058274,0.3,"2.552 m","11/2-",-0.5805,-2.1976,-1.1756,-2.502516
" ",80,57,137,"La ","   +",-87140.7,1.7,8381.879,0.012,"B+",580.5,1.6,136.9064506,1.8,"6e+4 y","7/2+",-1.2221,-0.4415,0.5805,-1.494685
" ",79,58,137,"Ce ","    ",-85918.6,0.4,8367.248,0.003,"B+",1222.1,1.6,136.90776259999998,0.5,"9.0 h","3/2+",-2.7166,0.2001,1.2221,-0.789916
" ",78,59,137,"Pr ","    ",-83202.0,8.0,8341.71,0.06,"B+",2717.0,8.0,136.910679,9.0,"1.28 h","5/2+",-3.617,1.6946,2.7166,-0.132916
" ",77,60,137,"Nd ","    ",-79585.0,12.0,8309.59,0.09,"B+",3617.0,14.0,136.914562,13.0,"38.5 m","1/2+",-5.512,2.595,3.617,0.408084
" ",76,61,137,"Pm ","   x",-74073.0,13.0,8263.65,0.1,"B+",5512.0,18.0,136.92048,14.0,"2.4 m","11/2-",-6.043,4.49,5.512,1.440084
" ",75,62,137,"Sm ","    ",-68030.0,40.0,8213.8,0.3,"B+",6050.0,40.0,136.92697,50.0,"45 s","(9/2-)",-7.884,5.021,6.043,1.875084
" ",74,63,137,"Eu ","   x",-60146.0,4.0,8150.57,0.03,"B+",7880.0,40.0,136.935431,5.0,"11 s","(11/2-)",-8.936,6.862,7.884,2.839084
" ",73,64,137,"Gd ","   x",-51210.0,300.0,8080.0,2.0,"B+",8930.0,300.0,136.94502,320.0,"2.2 s","(7/2)",-10.24,7.914,8.936,3.595084
" ",72,65,137,"Tb ","   x",-40970.0,400.0,7999.0,3.0,"B+",10250.0,500.0,136.95602,430.0,"None","None",0.0,9.218,10.24,3.845084
"0",88,50,138,"Sn ","   x",-44860.0,500.0,8113.0,4.0,"B-",9360.0,1180.0,137.95184,540.0,"210 ns","(6+)",9.36,0.0,0.0,-8.364916
" ",87,51,138,"Sb ","   x",-54220.0,1060.0,8175.0,8.0,"B-",11480.0,1060.0,137.94179,1140.0,"348 ms","(3-)",11.476,-10.382,-9.36,-4.984916
" ",86,52,138,"Te ","    ",-65696.0,4.0,8252.578,0.027,"B-",6284.0,7.0,137.929472,4.0,"1.4 s","0+",6.284,-12.498,-11.476,-1.686916
" ",85,53,138,"I  ","   x",-71980.0,6.0,8292.44,0.04,"B-",7992.0,7.0,137.922726,6.0,"6.41 s","(2-)",7.9922,-7.306,-6.284,-0.384416
" ",84,54,138,"Xe ","    ",-79972.2,2.8,8344.69,0.02,"B-",2915.0,10.0,137.914146,3.0,"14.08 m","0+",2.9148,-9.0142,-7.9922,0.136584
" ",83,55,138,"Cs ","    ",-82887.0,9.0,8360.14,0.07,"B-",5375.0,9.0,137.911017,10.0,"2.91 m","6-",5.3746,-3.9368,-2.9148,-1.268916
" ",82,56,138,"Ba ","    ",-88261.6,0.3,8393.42,0.002,"B-",-1742.0,3.0,137.9052472,0.3,"stable","0+",-1.7426,-6.3966,-5.3746,-2.560694
" ",81,57,138,"La ","    ",-86519.0,3.0,8375.125,0.023,"B-",1052.0,4.0,137.907118,3.0,"1.02e+11 y","5+",1.052,0.7206,1.7426,-2.052762
" ",80,58,138,"Ce ","    ",-87571.0,5.0,8377.08,0.04,"  ","*","*",137.905989,5.0,"8.65 ms","7-",-4.437,-2.074,-1.052,-1.046016
" ",79,59,138,"Pr ","   -",-83134.0,11.0,8339.26,0.08,"B+",4437.0,10.0,137.910752,12.0,"1.45 m","1+",-1.116,3.415,4.437,-0.339916
" ",78,60,138,"Nd ","    ",-82018.0,12.0,8325.5,0.08,"B+",1116.0,16.0,137.91195,12.0,"5.04 h","0+",-7.078,0.094,1.116,0.390084
" ",77,61,138,"Pm ","    ",-74940.0,28.0,8268.54,0.2,"B+",7078.0,29.0,137.919548,30.0,"3.24 m","",-3.442,6.056,7.078,1.163084
" ",76,62,138,"Sm ","   x",-71498.0,12.0,8237.93,0.09,"B+",3440.0,30.0,137.923244,13.0,"3.1 m","0+",-9.748,2.42,3.442,1.723084
" ",75,63,138,"Eu ","   x",-61750.0,28.0,8161.62,0.2,"B+",9750.0,30.0,137.93371,30.0,"12.1 s","(6-)",-5.95,8.726,9.748,2.565084
" ",74,64,138,"Gd ","   x",-55800.0,200.0,8113.0,1.0,"B+",5950.0,200.0,137.9401,210.0,"4.7 s","0+",-12.13,4.928,5.95,3.155084
" ",73,65,138,"Tb ","   x",-43670.0,300.0,8019.0,2.0,"B+",12130.0,360.0,137.95312,320.0,"None","None",-8.74,11.108,12.13,3.835084
" ",72,66,138,"Dy ","   x",-34930.0,500.0,7950.0,4.0,"B+",8740.0,590.0,137.9625,540.0,"None","None",0.0,7.718,8.74,3.945084
"0",89,50,139,"Sn ","   x",-38440.0,500.0,8066.0,4.0,"B-",11350.0,640.0,138.95873,540.0,"130 ms","",11.35,0.0,0.0,0.0
" ",88,51,139,"Sb ","   x",-49790.0,400.0,8142.0,3.0,"B-",10420.0,400.0,138.94655,430.0,"93 ms","(7/2+)",10.415,-12.372,-11.35,-5.684916
" ",87,52,139,"Te ","   x",-60205.0,4.0,8211.771,0.025,"B-",8266.0,5.0,138.935367,4.0,"1.6 s","(7/2-)",8.266,-11.437,-10.415,-1.997916
" ",86,53,139,"I  ","   x",-68471.0,4.0,8265.609,0.029,"B-",7174.0,5.0,138.926493,4.0,"2.280 s","(7/2+)",7.1736,-9.288,-8.266,-1.205616
" ",85,54,139,"Xe ","   x",-75644.6,2.1,8311.59,0.015,"B-",5056.0,4.0,138.91879219999998,2.3,"39.68 s","3/2-",5.0564,-8.1956,-7.1736,-0.340716
" ",84,55,139,"Cs ","   +",-80701.0,3.0,8342.338,0.023,"B-",4213.0,3.0,138.913364,3.0,"9.27 m","7/2+",4.2128,-6.0784,-5.0564,0.653184
" ",83,56,139,"Ba ","    ",-84913.8,0.3,8367.017,0.002,"B-",2312.5,2.0,138.9088413,0.3,"82.93 m","7/2-",2.3124,-5.2348,-4.2128,-0.925716
" ",82,57,139,"La ","    ",-87226.2,2.0,8378.025,0.014,"  ","*","*",138.90635880000002,2.2,"stable","7/2+",-0.2782,-3.3344,-2.3124,-2.069516
" ",81,58,139,"Ce ","    ",-86948.0,7.0,8370.39,0.05,"B+",278.0,7.0,138.906658,8.0,"137.641 d","3/2+",-2.129,-0.7438,0.2782,-1.522416
" ",80,59,139,"Pr ","    ",-84819.0,8.0,8349.45,0.06,"B+",2129.1,3.0,138.908943,8.0,"4.41 h","5/2+",-2.805,1.107,2.129,-0.600916
" ",79,60,139,"Nd ","    ",-82014.0,28.0,8323.64,0.2,"B+",2805.0,28.0,138.911954,30.0,"29.7 m","3/2+",-4.514,1.783,2.805,0.177084
" ",78,61,139,"Pm ","    ",-77500.0,14.0,8285.54,0.1,"B+",4513.0,26.0,138.9168,15.0,"4.15 m","(5/2)+",-5.12,3.492,4.514,1.011084
" ",77,62,139,"Sm ","   x",-72380.0,11.0,8243.08,0.08,"B+",5120.0,17.0,138.922297,12.0,"2.57 m","1/2+",-6.982,4.098,5.12,1.409084
" ",76,63,139,"Eu ","   x",-65398.0,13.0,8187.22,0.09,"B+",6982.0,17.0,138.929792,14.0,"17.9 s","(11/2)-",-7.768,5.96,6.982,2.227084
" ",75,64,139,"Gd ","   x",-57630.0,200.0,8126.0,1.0,"B+",7770.0,200.0,138.93813,210.0,"5.8 s","(9/2-)",-9.5,6.746,7.768,2.805084
" ",74,65,139,"Tb ","   x",-48130.0,300.0,8052.0,2.0,"B+",9500.0,360.0,138.94833,320.0,"1.6 s","",-10.49,8.478,9.5,3.595084
" ",73,66,139,"Dy ","   x",-37640.0,500.0,7971.0,4.0,"B+",10490.0,590.0,138.95959,540.0,"0.6 s","(7/2+)",0.0,9.468,10.49,4.325084
"0",89,51,140,"Sb ","   x",-43940.0,600.0,8100.0,4.0,"B-",12640.0,600.0,139.95283,640.0,"41 us","(6-,7-)",12.64,0.0,0.0,-5.854916
" ",88,52,140,"Te ","   x",-56580.0,60.0,8184.8,0.4,"B-",7030.0,60.0,139.93926,70.0,"None","None",7.026,-13.662,-12.64,-3.104916
" ",87,53,140,"I  ","   x",-63606.0,12.0,8229.47,0.09,"B-",9380.0,12.0,139.931716,13.0,"0.86 s","(4-)",9.3805,-8.048,-7.026,-1.523916
" ",86,54,140,"Xe ","   x",-72986.5,2.3,8290.887,0.017,"B-",4064.0,9.0,139.92164580000002,2.5,"13.60 s","0+",4.0635,-10.4025,-9.3805,-0.986116
" ",85,55,140,"Cs ","    ",-77050.0,8.0,8314.32,0.06,"B-",6219.0,10.0,139.917283,9.0,"63.7 s","1-",6.219,-5.0855,-4.0635,0.070084
" ",84,56,140,"Ba ","    ",-83269.0,8.0,8353.16,0.06,"B-",1047.0,8.0,139.910607,9.0,"12.7527 d","0+",1.0469,-7.241,-6.219,0.735243
" ",83,57,140,"La ","    ",-84315.9,2.0,8355.047,0.014,"B-",3760.2,1.7,139.90948319999998,2.2,"1.67855 d","3-",3.7602,-2.0689,-1.0469,-0.402116
" ",82,58,140,"Ce ","    ",-88076.1,1.6,8376.317,0.011,"  ","*","*",139.90544640000002,1.7,"stable","0+",-3.3881,-4.7822,-3.7602,-1.614116
" ",81,59,140,"Pr ","   -",-84688.0,6.0,8346.53,0.04,"B+",3388.0,6.0,139.909084,7.0,"3.39 m","1+",-0.429,2.3661,3.3881,-1.072916
" ",80,60,140,"Nd ","   x",-84259.0,3.0,8337.875,0.025,"B+",429.0,7.0,139.909544,4.0,"3.37 d","0+",-6.045,-0.593,0.429,-0.175516
" ",79,61,140,"Pm ","   -",-78214.0,24.0,8289.11,0.17,"B+",6045.0,24.0,139.916034,26.0,"9.2 s","1+",-2.758,5.023,6.045,0.701084
" ",78,62,140,"Sm ","   x",-75456.0,12.0,8263.82,0.09,"B+",2758.0,27.0,139.918995,13.0,"14.82 m","0+",-8.466,1.736,2.758,1.318084
" ",77,63,140,"Eu ","   -",-66990.0,50.0,8197.7,0.4,"B+",8470.0,50.0,139.92809,60.0,"1.51 s","1+",-5.208,7.444,8.466,1.755084
" ",76,64,140,"Gd ","   x",-61782.0,28.0,8154.97,0.2,"B+",5200.0,60.0,139.93367,30.0,"15.8 s","0+",-11.302,4.186,5.208,2.604084
" ",75,65,140,"Tb ","   -",-50480.0,800.0,8069.0,6.0,"B+",11300.0,800.0,139.94581,860.0,"2.0 s","7+",-7.65,10.28,11.302,3.335084
" ",74,66,140,"Dy ","   x",-42830.0,400.0,8008.0,3.0,"B+",7650.0,900.0,139.95402,430.0,"7.0 us","(8-)",-13.57,6.628,7.65,3.835084
" ",73,67,140,"Ho ","  -p",-29260.0,500.0,7906.0,4.0,"B+",13570.0,640.0,139.96859,540.0,"6 ms","(6-,0-,8+)",0.0,12.548,13.57,4.445084
"0",90,51,141,"Sb ","   x",-39110.0,500.0,8066.0,4.0,"B-",11380.0,640.0,140.95801,540.0,"None","None",11.38,0.0,0.0,-6.494916
" ",89,52,141,"Te ","   x",-50490.0,400.0,8141.0,3.0,"B-",9440.0,400.0,140.9458,430.0,"None","None",9.437,-12.402,-11.38,-3.124916
" ",88,53,141,"I  ","   x",-59927.0,16.0,8202.26,0.11,"B-",8271.0,16.0,140.935666,17.0,"0.43 s","",8.2703,-10.459,-9.437,-2.291916
" ",87,54,141,"Xe ","   x",-68197.3,2.9,8255.364,0.02,"B-",6280.0,10.0,140.926787,3.0,"1.73 s","5/2(-)",6.2807,-9.2923,-8.2703,-1.318416
" ",86,55,141,"Cs ","    ",-74478.0,9.0,8294.36,0.07,"B-",5255.0,10.0,140.920045,10.0,"24.84 s","7/2+",5.255,-7.3027,-6.2807,-0.546916
" ",85,56,141,"Ba ","    ",-79733.0,5.0,8326.08,0.04,"B-",3199.0,7.0,140.914404,6.0,"18.27 m","3/2-",3.199,-6.277,-5.255,0.225484
" ",84,57,141,"La ","    ",-82932.0,4.0,8343.217,0.03,"B-",2501.0,4.0,140.910969,5.0,"3.92 h","(7/2+)",2.5009,-4.221,-3.199,1.188684
" ",83,58,141,"Ce ","    ",-85432.9,1.6,8355.408,0.011,"B-",582.7,1.2,140.908284,1.7,"32.511 d","7/2-",0.5827,-3.5229,-2.5009,-0.136616
" ",82,59,141,"Pr ","    ",-86015.6,1.7,8353.992,0.012,"  ","*","*",140.9076584,1.8,"stable","5/2+",-1.8226,-1.6047,-0.5827,-1.299816
" ",81,60,141,"Nd ","   -",-84193.0,3.0,8335.515,0.023,"B+",1823.0,2.8,140.909615,4.0,"2.49 h","3/2+",-3.67,0.8006,1.8226,-0.699316
" ",80,61,141,"Pm ","   x",-80523.0,14.0,8303.94,0.1,"B+",3670.0,14.0,140.913555,15.0,"20.90 m","5/2+",-4.589,2.648,3.67,0.254084
" ",79,62,141,"Sm ","    ",-75934.0,9.0,8265.84,0.06,"B+",4589.0,16.0,140.918482,9.0,"10.2 m","1/2+",-6.008,3.567,4.589,1.226084
" ",78,63,141,"Eu ","    ",-69926.0,13.0,8217.68,0.09,"B+",6008.0,14.0,140.924932,14.0,"40.7 s","5/2+",-6.702,4.986,6.008,1.722084
" ",77,64,141,"Gd ","   x",-63224.0,20.0,8164.61,0.14,"B+",6701.0,23.0,140.932126,21.0,"14 s","1/2+",-8.684,5.68,6.702,2.381084
" ",76,65,141,"Tb ","   x",-54540.0,110.0,8097.5,0.7,"B+",8680.0,110.0,140.94145,110.0,"3.5 s","(5/2-)",-9.16,7.662,8.684,3.181084
" ",75,66,141,"Dy ","   x",-45380.0,300.0,8027.0,2.0,"B+",9160.0,320.0,140.95128,320.0,"0.9 s","(9/2-)",-11.02,8.138,9.16,3.405084
" ",74,67,141,"Ho ","  -p",-34360.0,400.0,7943.0,3.0,"B+",11020.0,500.0,140.96311,430.0,"4.1 ms","7/2-",0.0,9.998,11.02,4.185084
"0",90,52,142,"Te ","   x",-46370.0,500.0,8111.0,4.0,"B-",8400.0,630.0,141.95022,540.0,"None","None",8.4,0.0,0.0,-3.934916
" ",89,53,142,"I  ","   x",-54770.0,370.0,8165.0,2.6,"B-",10460.0,370.0,141.9412,400.0,"222 ms","",10.4596,-9.422,-8.4,-2.974916
" ",88,54,142,"Xe ","   x",-65229.6,2.7,8233.169,0.019,"B-",5285.0,8.0,141.92997309999998,2.9,"1.23 s","0+",5.2854,-11.4816,-10.4596,-1.958516
" ",87,55,142,"Cs ","    ",-70515.0,7.0,8264.88,0.05,"B-",7328.0,8.0,141.9243,8.0,"1.684 s","0-",7.327,-6.3074,-5.2854,-0.959916
" ",86,56,142,"Ba ","    ",-77842.0,6.0,8310.97,0.04,"B-",2182.0,8.0,141.916433,6.0,"10.6 m","0+",2.182,-8.349,-7.327,-0.294716
" ",85,57,142,"La ","    ",-80024.0,6.0,8320.83,0.04,"B-",4509.0,6.0,141.91409,7.0,"91.1 m","2-",4.5092,-3.204,-2.182,0.438084
" ",84,58,142,"Ce ","    ",-84533.2,2.5,8347.071,0.018,"B-",-745.7,2.5,141.9092499,2.7,"5e+16 y","0+",-0.7457,-5.5312,-4.5092,1.303484
" ",83,59,142,"Pr ","    ",-83787.5,1.7,8336.31,0.012,"B-",2162.5,1.4,141.91005040000002,1.8,"19.12 h","2-",2.1625,-0.2763,0.7457,0.306584
" ",82,60,142,"Nd ","    ",-85950.0,1.4,8346.03,0.01,"  ","*","*",141.9077289,1.5,"stable","0+",-4.808,-3.1845,-2.1625,-0.803916
" ",81,61,142,"Pm ","    ",-81142.0,24.0,8306.66,0.17,"B+",4808.0,24.0,141.91289,25.0,"40.5 s","1+",-2.156,3.786,4.808,-0.432916
